id,listing_url,name
1541926,https://www.airbnb.com/rooms/1541926,Oia-Caldera View- Godess Lethe No 1
1545165,https://www.airbnb.com/rooms/1545165,Oia- Caldera View- Godess Lethe No2
1548165,https://www.airbnb.com/rooms/1548165,Oia - Caldera View - Godess Lethe
1564808,https://www.airbnb.com/rooms/1564808,GLAROS BEACH Studio for4 Perivolos!
1565199,https://www.airbnb.com/rooms/1565199,Family apt in beautiful Perissa! 
1581800,https://www.airbnb.com/rooms/1581800,Apartment with mountain view
1616138,https://www.airbnb.com/rooms/1616138,Studio 1min from Kamari beach
1616975,https://www.airbnb.com/rooms/1616975,"Sunset Chaser, Sea View & Jacuzzi"
1617282,https://www.airbnb.com/rooms/1617282,Luxurious 4BDR Villa With Sunset View- Oia Mansion
1621479,https://www.airbnb.com/rooms/1621479,GLAROS BEACH Studio for 3 Perivolos
1621512,https://www.airbnb.com/rooms/1621512,GLAROS BEACH ROOM FOR 3 QUESTS
1622270,https://www.airbnb.com/rooms/1622270,Oia s Sunset Studio for 2 pax
1622451,https://www.airbnb.com/rooms/1622451,Oia s Sunset Studio for 3 pax
1622492,https://www.airbnb.com/rooms/1622492,Oia s Sunset Apartments for 2 pax
1622545,https://www.airbnb.com/rooms/1622545,Oia s Sunset Apartments for 3 pax
1622608,https://www.airbnb.com/rooms/1622608,Oia s Sunset Apartments for 4 pax
1689609,https://www.airbnb.com/rooms/1689609,Dioskouri Art Villas - Deluxe Double Room
1689648,https://www.airbnb.com/rooms/1689648,Dioskouri Art Villas - Deluxe Triple Room
1689660,https://www.airbnb.com/rooms/1689660,Dioskouri Art Villas - Mezonette
1693693,https://www.airbnb.com/rooms/1693693,Loft apartment in Oia.Up to 4 ppl!
1693717,https://www.airbnb.com/rooms/1693717,Single Studio in Oia
1693726,https://www.airbnb.com/rooms/1693726,Double room in Oia! Caldera View!!
1694277,https://www.airbnb.com/rooms/1694277,Erato in Firostefani *Double*
1697335,https://www.airbnb.com/rooms/1697335,Deluxe sea view studio
1719020,https://www.airbnb.com/rooms/1719020,Cozy Cave House
1731179,https://www.airbnb.com/rooms/1731179,Pano Meria Cave House One in Oia
1775097,https://www.airbnb.com/rooms/1775097,Romantic & luxurious Villa Ivi
1839070,https://www.airbnb.com/rooms/1839070,Single room by the Kamari beach 
1839090,https://www.airbnb.com/rooms/1839090,Superior Double Room by Kamari beach
1880558,https://www.airbnb.com/rooms/1880558,Boutique studio close to the beachR
1882125,https://www.airbnb.com/rooms/1882125,Boutique studio close to the beachG
1883047,https://www.airbnb.com/rooms/1883047,Wineryhouse  and two guest houses
1912608,https://www.airbnb.com/rooms/1912608,AMBROSIA VILLA
1951524,https://www.airbnb.com/rooms/1951524,Villa Ramni Private Pool & Beachfront -by Thireon
2003250,https://www.airbnb.com/rooms/2003250,"Room in Kamari, 5 minutes from sea"
2018213,https://www.airbnb.com/rooms/2018213,Jacuzzi suite for 2 people
2077890,https://www.airbnb.com/rooms/2077890,"GRANDE FAMILY SUITE, AMAZING POOL"
2078092,https://www.airbnb.com/rooms/2078092,"Quadruple Loft room 1 , sea view."
2078255,https://www.airbnb.com/rooms/2078255,Ersi villas Double room 2 pax
2078313,https://www.airbnb.com/rooms/2078313,Ersi villas Triple room 3 pax
2082068,https://www.airbnb.com/rooms/2082068,Three-storied Monolithos Villa for 10 or less
2147042,https://www.airbnb.com/rooms/2147042,Serenity Suites & Villa in Fira
2274979,https://www.airbnb.com/rooms/2274979,Family Hotel.You will feellike home
2294538,https://www.airbnb.com/rooms/2294538,Apartment with Hot Tub
2295796,https://www.airbnb.com/rooms/2295796,House for 6 included car and breakf
2314340,https://www.airbnb.com/rooms/2314340,"""Soundscape"" cave-suite panoramic sea views!"
2317246,https://www.airbnb.com/rooms/2317246,"PREMIUM FAMILY STUDIO WITH LOFT, SEA VIEW."
2320004,https://www.airbnb.com/rooms/2320004,Aeolis Santorini Holiday House with Amazing Pool
2322401,https://www.airbnb.com/rooms/2322401,An apartment 5 minutes from the sea
2322459,https://www.airbnb.com/rooms/2322459,"Room for 2, 5 minutes from the sea"
2324175,https://www.airbnb.com/rooms/2324175,Apartment 5 minutes from  Kamari beach
2330616,https://www.airbnb.com/rooms/2330616,Aeolis Santorini Family Room
2331511,https://www.airbnb.com/rooms/2331511,Aeolis Santorini Quiet Room
2332365,https://www.airbnb.com/rooms/2332365,Aeolis Santorini Romantic Room with loft
2332675,https://www.airbnb.com/rooms/2332675,Aeolis Santorini Cozy Room with loft
2335912,https://www.airbnb.com/rooms/2335912,Aeolis Santorini Classic Room pool view
2343422,https://www.airbnb.com/rooms/2343422,Onar Rooms & Studios Double room
2358410,https://www.airbnb.com/rooms/2358410,"Premium Loft Suite ,Sea view."
2359163,https://www.airbnb.com/rooms/2359163,"Most Budget Room, Double/ Twin, Street View"
2388655,https://www.airbnb.com/rooms/2388655,3 Bedroom Villa with Private Pool sea/caldera view
2453625,https://www.airbnb.com/rooms/2453625,Double studio
2471467,https://www.airbnb.com/rooms/2471467,Absolute peace south villa in a beautiful garden
2491155,https://www.airbnb.com/rooms/2491155,"""The 3 Stones"" villa in Imerovigli"
2493684,https://www.airbnb.com/rooms/2493684,The sunset windmill
2501359,https://www.airbnb.com/rooms/2501359,"""Annouso"" villa in Oia"
2516976,https://www.airbnb.com/rooms/2516976,Iridanos Cave House
2527191,https://www.airbnb.com/rooms/2527191,House for 2 included car and breakf
2527509,https://www.airbnb.com/rooms/2527509,House for 4 included car and breakf
2528549,https://www.airbnb.com/rooms/2528549,Apartment in Perissa for 2 person
2549813,https://www.airbnb.com/rooms/2549813,LUXURY 4 BEDROOMS PRIVATE VILLA
2558946,https://www.airbnb.com/rooms/2558946,Santorini artist loft
2573084,https://www.airbnb.com/rooms/2573084,Private Plunge Pool 
2591112,https://www.airbnb.com/rooms/2591112,CUTE FAMILY ROOM WITH LOFT
2591924,https://www.airbnb.com/rooms/2591924,"Cozy double  room , amazing pool."
2621747,https://www.airbnb.com/rooms/2621747,Le Bâteau ivre
2666048,https://www.airbnb.com/rooms/2666048,"""The little stones"" villa"
2693779,https://www.airbnb.com/rooms/2693779,Santorini Island Kamari Beach House
2725988,https://www.airbnb.com/rooms/2725988,RODAKAS COLLECTION 1
2752382,https://www.airbnb.com/rooms/2752382,Junior Villa at Galini Villas
2761055,https://www.airbnb.com/rooms/2761055,5-6 Persons apt at Anny's Perissa
2762525,https://www.airbnb.com/rooms/2762525,Lava House an amazing place to stay
2769771,https://www.airbnb.com/rooms/2769771,Sup cave studio- Private terrace Rock
2770491,https://www.airbnb.com/rooms/2770491,Petite ste-private terrace-Caldera
2772370,https://www.airbnb.com/rooms/2772370,Family ste-Caldera-private terrace
2777509,https://www.airbnb.com/rooms/2777509,Mystic Luxury Villa with Sea View & Jacuzzi
2817792,https://www.airbnb.com/rooms/2817792,"Wind House in Villa Ariadni, Oia"
2839549,https://www.airbnb.com/rooms/2839549,"Cozy double room 1 , sea view."
2853760,https://www.airbnb.com/rooms/2853760,The small Architect's Villa
2861724,https://www.airbnb.com/rooms/2861724,Sienna Resort Premium Villa with private pool
2868325,https://www.airbnb.com/rooms/2868325,Rhapsody apartments
2885272,https://www.airbnb.com/rooms/2885272,Apanema Cavehouse Secluded Views
2895783,https://www.airbnb.com/rooms/2895783,"Grand Suite  with sea and pool view, Akrotiri"
2900766,https://www.airbnb.com/rooms/2900766,Grand suite sea view  balcony access to pool
