,beds,guests,bedrooms,baths,bath,bedroom,bed,half-bath
https://www.airbnb.com/rooms/19195871,0,2,0,0,0,0,1,0
https://www.airbnb.com/rooms/19224592,2,3,0,0,0,1,0,0
https://www.airbnb.com/rooms/19231404,4,4,2,0,1,0,0,0
https://www.airbnb.com/rooms/19231584,5,5,0,0,0,0,0,0
https://www.airbnb.com/rooms/19233792,3,6,3,0,1,0,0,0
https://www.airbnb.com/rooms/19241197,4,7,3,3,0,0,0,0
https://www.airbnb.com/rooms/19256102,0,2,0,0,0,1,1,0
https://www.airbnb.com/rooms/19287114,4,6,3,3,0,0,0,0
https://www.airbnb.com/rooms/19299897,2,6,3,2,0,0,0,0
https://www.airbnb.com/rooms/19301126,2,4,2,0,1,0,0,0
https://www.airbnb.com/rooms/19306377,0,5,0,0,1,1,1,0
https://www.airbnb.com/rooms/19319304,0,2,0,0,1,1,1,0
https://www.airbnb.com/rooms/19319700,0,2,0,0,1,0,1,0
https://www.airbnb.com/rooms/19320322,0,3,0,0,1,1,1,0
https://www.airbnb.com/rooms/19335133,2,3,0,2,0,1,0,0
https://www.airbnb.com/rooms/19339966,2,3,0,0,1,1,0,0
https://www.airbnb.com/rooms/19340863,2,4,2,0,1,0,0,0
https://www.airbnb.com/rooms/19342253,0,3,0,0,1,1,1,0
https://www.airbnb.com/rooms/19352879,8,14,6,5,0,0,0,0
https://www.airbnb.com/rooms/19353934,0,2,0,0,1,0,1,0
https://www.airbnb.com/rooms/19415320,3,5,0,0,1,1,0,0
https://www.airbnb.com/rooms/19424273,4,4,0,2,0,1,0,0
https://www.airbnb.com/rooms/19434790,3,5,2,2,0,0,0,0
https://www.airbnb.com/rooms/19466732,2,3,0,0,1,0,0,0
https://www.airbnb.com/rooms/19469056,9,12,2,4,0,0,0,0
https://www.airbnb.com/rooms/19471922,2,5,2,2,0,0,0,0
https://www.airbnb.com/rooms/19474395,0,2,0,0,1,1,1,0
https://www.airbnb.com/rooms/19475435,0,3,0,0,1,1,1,0
https://www.airbnb.com/rooms/19478796,0,2,0,0,0,1,1,0
https://www.airbnb.com/rooms/19491244,0,2,0,0,1,1,1,0
https://www.airbnb.com/rooms/19491763,2,4,2,0,1,0,0,0
https://www.airbnb.com/rooms/19500567,0,2,0,0,0,1,1,0
https://www.airbnb.com/rooms/1951524,5,8,3,3,0,0,0,0
https://www.airbnb.com/rooms/19516739,0,4,0,0,1,1,1,0
https://www.airbnb.com/rooms/19537723,4,4,2,0,1,0,0,0
https://www.airbnb.com/rooms/19543775,3,6,3,2,0,0,0,0
https://www.airbnb.com/rooms/19552250,2,3,0,0,1,0,0,0
https://www.airbnb.com/rooms/19588010,5,6,3,1.5,0,0,0,0
https://www.airbnb.com/rooms/19598872,3,4,0,0,1,0,0,0
https://www.airbnb.com/rooms/19626696,0,2,0,0,0,1,1,0
https://www.airbnb.com/rooms/19630583,2,4,2,0,1,0,0,0
https://www.airbnb.com/rooms/19640717,4,5,3,2,0,0,0,0
https://www.airbnb.com/rooms/19646013,0,2,0,0,1,0,1,0
https://www.airbnb.com/rooms/19682857,3,5,2,0,1,0,0,0
https://www.airbnb.com/rooms/19683787,0,2,0,0,1,1,1,0
https://www.airbnb.com/rooms/19688304,0,2,0,0,1,1,1,0
https://www.airbnb.com/rooms/19693697,8,11,3,3,0,0,0,0
https://www.airbnb.com/rooms/19705041,4,4,2,0,0,0,0,0
https://www.airbnb.com/rooms/19716591,4,5,2,0,1,0,0,0
https://www.airbnb.com/rooms/19726266,3,6,3,3,0,0,0,0
https://www.airbnb.com/rooms/19726711,0,2,0,0,1,1,1,0
https://www.airbnb.com/rooms/19733231,6,8,4,4,0,0,0,0
https://www.airbnb.com/rooms/19757034,0,2,0,0,1,1,1,0
https://www.airbnb.com/rooms/19773426,6,9,2,2,0,0,0,0
https://www.airbnb.com/rooms/19794168,0,2,0,0,0,1,0,0
https://www.airbnb.com/rooms/19795512,0,3,0,0,0,1,1,0
https://www.airbnb.com/rooms/19798048,2,4,0,0,1,0,0,0
https://www.airbnb.com/rooms/19805775,3,4,0,0,1,0,0,0
https://www.airbnb.com/rooms/19805973,2,3,0,0,1,0,0,0
https://www.airbnb.com/rooms/19817090,0,2,0,0,1,1,1,0
https://www.airbnb.com/rooms/19822291,0,2,0,0,1,1,1,0
https://www.airbnb.com/rooms/19909110,2,3,0,0,0,1,0,0
https://www.airbnb.com/rooms/19909232,0,3,0,0,1,1,1,0
https://www.airbnb.com/rooms/19941011,3,4,2,0,1,0,0,0
https://www.airbnb.com/rooms/19946760,0,2,0,0,1,0,1,0
https://www.airbnb.com/rooms/19957481,4,6,3,3,0,0,0,0
https://www.airbnb.com/rooms/19959207,2,2,0,0,1,0,0,0
https://www.airbnb.com/rooms/19960425,4,6,2,2,0,0,0,0
https://www.airbnb.com/rooms/19962303,4,5,2,0,1,0,0,0
https://www.airbnb.com/rooms/19964576,2,2,0,1.5,0,1,0,0
https://www.airbnb.com/rooms/19979223,2,4,2,0,1,0,0,0
https://www.airbnb.com/rooms/19981574,4,6,2,0,1,0,0,0
https://www.airbnb.com/rooms/19982818,2,3,0,0,0,1,0,0
https://www.airbnb.com/rooms/19983088,2,6,2,0,1,0,0,0
https://www.airbnb.com/rooms/19983551,2,3,0,0,1,1,0,0
https://www.airbnb.com/rooms/19991060,0,3,0,0,1,1,1,0
https://www.airbnb.com/rooms/20004648,5,6,3,2,0,0,0,0
https://www.airbnb.com/rooms/20005362,0,2,0,0,1,1,1,0
https://www.airbnb.com/rooms/20006354,9,11,5,3,0,0,0,0
https://www.airbnb.com/rooms/20024500,0,3,0,0,1,0,1,0
https://www.airbnb.com/rooms/20024987,0,4,0,0,1,1,1,0
https://www.airbnb.com/rooms/2003250,2,2,0,0,1,1,0,0
https://www.airbnb.com/rooms/20066053,2,4,2,2,0,0,0,0
https://www.airbnb.com/rooms/20082591,4,5,2,0,1,0,0,0
https://www.airbnb.com/rooms/20083705,0,2,0,0,1,1,1,0
https://www.airbnb.com/rooms/20085167,0,2,0,0,1,1,1,0
https://www.airbnb.com/rooms/20087121,4,6,2,2,0,0,0,0
https://www.airbnb.com/rooms/20113140,0,2,0,0,1,1,1,0
https://www.airbnb.com/rooms/20115106,2,4,2,0,1,0,0,0
https://www.airbnb.com/rooms/20128889,4,4,2,2,0,0,0,0
https://www.airbnb.com/rooms/20141549,0,2,0,0,1,0,1,0
https://www.airbnb.com/rooms/20144115,0,2,0,0,0,1,1,0
https://www.airbnb.com/rooms/20159660,0,2,0,0,1,1,1,0
https://www.airbnb.com/rooms/20159934,0,3,0,0,1,0,1,0
https://www.airbnb.com/rooms/20168768,2,5,2,0,1,0,0,0
https://www.airbnb.com/rooms/20172510,3,3,0,0,1,1,0,0
https://www.airbnb.com/rooms/20173125,4,6,2,3,0,0,0,0
https://www.airbnb.com/rooms/20178605,0,3,0,0,1,1,1,0
https://www.airbnb.com/rooms/20179272,5,10,5,3,0,0,0,0
https://www.airbnb.com/rooms/2018213,0,2,0,0,0,1,1,0
https://www.airbnb.com/rooms/20185895,8,6,3,2,0,0,0,0
https://www.airbnb.com/rooms/20198874,0,4,0,0,1,1,1,0
https://www.airbnb.com/rooms/20204525,0,3,0,0,1,1,1,0
https://www.airbnb.com/rooms/20208554,3,5,2,0,0,0,0,0
https://www.airbnb.com/rooms/20209649,3,5,2,0,1,0,0,0
https://www.airbnb.com/rooms/20224280,3,3,0,0,1,1,0,0
https://www.airbnb.com/rooms/20226505,0,2,0,0,1,1,1,0
https://www.airbnb.com/rooms/20227479,0,2,0,0,0,1,1,0
https://www.airbnb.com/rooms/20230923,3,6,2,2,0,0,0,0
https://www.airbnb.com/rooms/20242188,0,2,0,0,1,1,1,0
https://www.airbnb.com/rooms/20252244,2,3,0,0,0,1,0,0
https://www.airbnb.com/rooms/20258490,0,4,0,0,1,1,1,0
https://www.airbnb.com/rooms/20261128,0,3,0,0,1,1,1,0
https://www.airbnb.com/rooms/20267477,2,4,0,0,1,1,0,0
https://www.airbnb.com/rooms/20288435,2,4,2,2,0,0,0,0
https://www.airbnb.com/rooms/203178,3,3,0,0,1,1,0,0
https://www.airbnb.com/rooms/20317805,0,3,0,0,1,1,1,0
https://www.airbnb.com/rooms/20336166,0,2,0,0,1,1,1,0
https://www.airbnb.com/rooms/20401317,2,4,2,1.5,0,0,0,0
https://www.airbnb.com/rooms/20432746,5,10,5,3,0,0,0,0
https://www.airbnb.com/rooms/20455818,4,5,2,0,1,0,0,0
https://www.airbnb.com/rooms/20475052,0,0,0,0,0,0,0,0
https://www.airbnb.com/rooms/20486264,2,5,2,3,0,0,0,0
https://www.airbnb.com/rooms/20528187,2,3,0,0,0,0,0,0
https://www.airbnb.com/rooms/20558620,2,2,2,0,1,0,0,0
https://www.airbnb.com/rooms/20559906,0,2,0,0,1,1,1,0
https://www.airbnb.com/rooms/20564419,0,3,0,0,1,1,1,0
https://www.airbnb.com/rooms/20569898,0,3,0,0,1,1,1,0
https://www.airbnb.com/rooms/20580943,0,2,0,0,1,1,1,0
https://www.airbnb.com/rooms/20610974,0,2,0,0,0,1,1,0
https://www.airbnb.com/rooms/20634317,2,4,2,0,1,0,0,0
https://www.airbnb.com/rooms/20635588,0,3,0,0,1,1,1,0
https://www.airbnb.com/rooms/20635941,2,4,2,0,1,0,0,0
https://www.airbnb.com/rooms/20699732,4,4,2,0,0,0,0,0
https://www.airbnb.com/rooms/20723928,0,5,2,0,1,0,1,0
https://www.airbnb.com/rooms/20737049,3,6,3,2,0,0,0,0
https://www.airbnb.com/rooms/20752357,0,2,0,0,1,1,1,0
https://www.airbnb.com/rooms/20753012,0,2,0,0,1,1,1,0
https://www.airbnb.com/rooms/20757330,3,4,2,0,1,0,0,0
https://www.airbnb.com/rooms/20758934,4,6,3,2,0,0,0,0
https://www.airbnb.com/rooms/20765164,3,6,3,3,0,0,0,0
https://www.airbnb.com/rooms/20766394,3,6,3,0,1,0,0,0
https://www.airbnb.com/rooms/2077890,5,6,2,2,0,0,0,0
https://www.airbnb.com/rooms/20778924,0,2,0,0,1,1,1,0
https://www.airbnb.com/rooms/2078092,3,4,0,0,1,1,0,0
https://www.airbnb.com/rooms/2078255,0,2,0,0,1,1,1,0
https://www.airbnb.com/rooms/2078313,3,3,0,0,1,1,0,0
https://www.airbnb.com/rooms/20797175,3,6,3,0,1,0,0,0
https://www.airbnb.com/rooms/2082068,6,10,4,3,0,0,0,0
https://www.airbnb.com/rooms/20824227,0,2,0,0,1,1,1,0
https://www.airbnb.com/rooms/20824479,2,4,2,2,0,0,0,0
https://www.airbnb.com/rooms/20837433,5,8,4,2,0,0,0,0
https://www.airbnb.com/rooms/20870519,6,6,3,2,0,0,0,0
https://www.airbnb.com/rooms/20921457,2,4,2,2,0,0,0,0
https://www.airbnb.com/rooms/20939141,0,2,0,0,1,1,1,0
https://www.airbnb.com/rooms/20957524,0,3,0,0,1,1,1,0
https://www.airbnb.com/rooms/21008843,0,2,0,0,1,1,1,0
https://www.airbnb.com/rooms/21066749,2,4,0,0,1,0,0,0
https://www.airbnb.com/rooms/21099770,0,2,0,0,1,1,1,0
https://www.airbnb.com/rooms/21103755,0,2,0,0,1,1,1,0
https://www.airbnb.com/rooms/21122788,3,4,2,0,1,0,0,0
https://www.airbnb.com/rooms/21136361,3,6,3,2,0,0,0,0
https://www.airbnb.com/rooms/21184295,0,2,0,0,1,1,1,0
https://www.airbnb.com/rooms/21185503,0,2,0,0,1,1,1,0
https://www.airbnb.com/rooms/21202031,0,2,0,0,1,1,1,0
https://www.airbnb.com/rooms/21278261,0,2,0,0,1,1,1,0
https://www.airbnb.com/rooms/21307687,0,2,0,0,1,1,1,0
https://www.airbnb.com/rooms/21330425,4,8,4,3.5,0,0,0,0
https://www.airbnb.com/rooms/21416770,2,6,2,2,0,0,0,0
https://www.airbnb.com/rooms/21417128,0,3,0,0,1,1,1,0
https://www.airbnb.com/rooms/21417528,0,2,0,0,1,1,1,0
https://www.airbnb.com/rooms/21422133,5,8,2,2,0,0,0,0
https://www.airbnb.com/rooms/21441450,0,2,0,0,1,0,1,0
https://www.airbnb.com/rooms/21441701,0,2,0,0,0,0,1,0
https://www.airbnb.com/rooms/21441846,0,2,0,0,1,1,1,0
https://www.airbnb.com/rooms/21441966,5,10,5,4.5,0,0,0,0
https://www.airbnb.com/rooms/21442010,0,2,0,0,1,1,1,0
https://www.airbnb.com/rooms/21442156,0,3,0,0,1,1,1,0
https://www.airbnb.com/rooms/21442195,3,4,0,0,1,1,0,0
https://www.airbnb.com/rooms/21442391,0,2,0,0,1,1,1,0
https://www.airbnb.com/rooms/21443476,8,16+,7,6.5,0,0,0,0
https://www.airbnb.com/rooms/21457672,0,3,0,0,1,1,1,0
https://www.airbnb.com/rooms/21464063,0,2,0,0,1,1,1,0
https://www.airbnb.com/rooms/21464515,0,2,0,0,1,0,1,0
https://www.airbnb.com/rooms/21465006,0,3,0,0,1,1,1,0
https://www.airbnb.com/rooms/21465289,0,3,0,0,1,1,1,0
https://www.airbnb.com/rooms/21465761,0,2,0,0,1,1,1,0
https://www.airbnb.com/rooms/21467454,0,3,0,0,1,1,1,0
https://www.airbnb.com/rooms/21467928,2,5,2,2,0,0,0,0
https://www.airbnb.com/rooms/21468472,0,4,0,0,1,1,1,0
https://www.airbnb.com/rooms/2147042,4,6,2,2,0,0,0,0
https://www.airbnb.com/rooms/21478504,0,2,0,0,1,1,1,0
https://www.airbnb.com/rooms/21497300,2,5,2,0,1,0,0,0
https://www.airbnb.com/rooms/21579547,3,4,2,0,1,0,0,0
https://www.airbnb.com/rooms/21579553,3,3,2,0,1,0,0,0
https://www.airbnb.com/rooms/21602790,0,2,0,0,1,1,1,0
https://www.airbnb.com/rooms/21602855,2,3,0,0,1,1,0,0
https://www.airbnb.com/rooms/21602899,0,2,0,0,1,1,1,0
https://www.airbnb.com/rooms/21602935,2,3,0,0,1,1,0,0
https://www.airbnb.com/rooms/21602993,2,3,0,0,1,1,0,0
https://www.airbnb.com/rooms/21603098,3,4,0,0,1,1,0,0
https://www.airbnb.com/rooms/21603152,2,3,0,0,1,1,0,0
https://www.airbnb.com/rooms/21616080,2,3,0,0,1,1,0,0
https://www.airbnb.com/rooms/21616284,2,3,0,0,1,1,0,0
https://www.airbnb.com/rooms/21625058,0,2,0,0,1,1,1,0
https://www.airbnb.com/rooms/21625218,2,4,0,0,1,1,0,0
https://www.airbnb.com/rooms/21658467,0,2,0,0,1,1,1,0
https://www.airbnb.com/rooms/21663818,0,2,0,0,1,1,1,0
https://www.airbnb.com/rooms/21673063,3,5,2,2,0,0,0,0
https://www.airbnb.com/rooms/21674514,0,2,0,0,1,1,1,0
https://www.airbnb.com/rooms/21685369,11,14,6,5,0,0,0,0
https://www.airbnb.com/rooms/21687084,0,2,0,0,1,1,1,0
https://www.airbnb.com/rooms/21687130,0,2,0,0,1,1,1,0
https://www.airbnb.com/rooms/21687180,0,2,0,0,1,1,1,0
https://www.airbnb.com/rooms/21687210,0,2,0,0,1,1,1,0
https://www.airbnb.com/rooms/21709474,0,2,0,0,1,0,1,0
https://www.airbnb.com/rooms/21709547,0,2,0,0,1,0,1,0
https://www.airbnb.com/rooms/21721311,2,3,0,0,1,0,0,0
https://www.airbnb.com/rooms/21721373,0,2,0,0,1,0,1,0
https://www.airbnb.com/rooms/21721520,0,2,0,0,1,0,1,0
https://www.airbnb.com/rooms/21751897,3,5,0,2,0,1,0,0
https://www.airbnb.com/rooms/21790151,3,4,0,0,1,1,0,0
https://www.airbnb.com/rooms/21792795,3,6,3,3,0,0,0,0
https://www.airbnb.com/rooms/21805016,0,2,0,0,1,1,1,0
https://www.airbnb.com/rooms/21806726,2,4,0,0,1,1,0,0
https://www.airbnb.com/rooms/21810794,4,4,0,0,1,1,0,0
https://www.airbnb.com/rooms/21814074,0,2,0,1.5,0,1,1,0
https://www.airbnb.com/rooms/21819939,0,2,0,0,1,1,1,0
https://www.airbnb.com/rooms/21819953,2,3,0,0,1,1,0,0
https://www.airbnb.com/rooms/21819991,0,2,0,0,1,1,1,0
https://www.airbnb.com/rooms/21820993,2,4,2,0,1,0,0,0
https://www.airbnb.com/rooms/21821229,2,4,2,2,0,0,0,0
https://www.airbnb.com/rooms/21831608,2,3,0,0,1,1,0,0
https://www.airbnb.com/rooms/21835269,0,2,0,0,1,1,1,0
https://www.airbnb.com/rooms/21889823,0,2,0,0,1,1,1,0
https://www.airbnb.com/rooms/21905293,2,3,0,0,1,1,0,0
https://www.airbnb.com/rooms/21905406,0,2,0,0,1,1,1,0
https://www.airbnb.com/rooms/21921110,2,2,2,0,1,0,0,0
https://www.airbnb.com/rooms/21921250,3,5,0,0,1,1,0,0
https://www.airbnb.com/rooms/21921987,0,2,0,0,1,1,1,0
https://www.airbnb.com/rooms/21938866,0,3,0,0,1,1,1,0
https://www.airbnb.com/rooms/21952495,2,5,2,2,0,0,0,0
https://www.airbnb.com/rooms/21959669,4,5,0,1.5,0,0,0,0
https://www.airbnb.com/rooms/21973798,2,4,2,0,1,0,0,0
https://www.airbnb.com/rooms/21990880,3,5,2,2,0,0,0,0
https://www.airbnb.com/rooms/21993924,2,3,0,0,1,1,0,0
https://www.airbnb.com/rooms/22009387,2,4,0,0,1,1,0,0
https://www.airbnb.com/rooms/22009711,2,3,0,0,1,1,0,0
https://www.airbnb.com/rooms/22038047,0,2,0,0,1,1,1,0
https://www.airbnb.com/rooms/22039078,0,4,0,0,1,1,1,0
https://www.airbnb.com/rooms/22091963,0,2,0,0,1,1,1,0
https://www.airbnb.com/rooms/22092123,0,2,0,0,1,1,1,0
https://www.airbnb.com/rooms/22092198,0,2,0,0,1,1,1,0
https://www.airbnb.com/rooms/22092323,0,2,0,0,1,1,1,0
https://www.airbnb.com/rooms/22092355,2,4,2,2,0,0,0,0
https://www.airbnb.com/rooms/22092966,0,2,0,0,1,1,1,0
https://www.airbnb.com/rooms/22093088,2,4,0,0,1,1,0,0
https://www.airbnb.com/rooms/22093170,0,2,0,0,1,1,1,0
https://www.airbnb.com/rooms/22093314,3,5,2,2,0,0,0,0
https://www.airbnb.com/rooms/22093334,0,2,0,2,0,1,1,0
https://www.airbnb.com/rooms/22093744,0,2,0,2,0,1,1,0
https://www.airbnb.com/rooms/22111657,0,2,0,0,1,1,1,0
https://www.airbnb.com/rooms/22111659,0,2,0,0,1,1,1,0
https://www.airbnb.com/rooms/22111660,0,2,0,0,1,1,1,0
https://www.airbnb.com/rooms/22173882,4,6,3,3,0,0,0,0
https://www.airbnb.com/rooms/22189221,7,8,3,3,0,0,0,0
https://www.airbnb.com/rooms/22202924,2,3,0,0,1,1,0,0
https://www.airbnb.com/rooms/22222565,4,6,2,2.5,0,0,0,0
https://www.airbnb.com/rooms/22240769,2,3,0,0,1,0,0,0
https://www.airbnb.com/rooms/22242126,0,2,0,1.5,0,0,0,0
https://www.airbnb.com/rooms/22289095,4,4,0,0,1,1,0,0
https://www.airbnb.com/rooms/22297719,2,2,0,0,1,1,0,0
https://www.airbnb.com/rooms/22364595,0,4,0,0,1,1,1,0
https://www.airbnb.com/rooms/22428108,3,4,0,0,1,1,0,0
https://www.airbnb.com/rooms/22459300,3,5,2,0,1,0,0,0
https://www.airbnb.com/rooms/22463387,3,4,2,0,1,0,0,0
https://www.airbnb.com/rooms/22473522,2,2,0,0,1,1,0,0
https://www.airbnb.com/rooms/22473886,3,3,0,0,1,1,0,0
https://www.airbnb.com/rooms/22488995,0,2,0,0,1,1,1,0
https://www.airbnb.com/rooms/22489961,0,2,0,0,1,1,1,0
https://www.airbnb.com/rooms/22490159,3,4,2,0,1,0,0,0
https://www.airbnb.com/rooms/22492063,2,4,2,0,1,0,0,0
https://www.airbnb.com/rooms/22509084,3,5,3,4,0,0,0,0
https://www.airbnb.com/rooms/22512512,5,6,2,0,1,0,0,0
https://www.airbnb.com/rooms/22548359,0,2,0,0,1,1,1,0
https://www.airbnb.com/rooms/22581139,4,4,0,0,1,1,0,0
https://www.airbnb.com/rooms/22590206,3,4,0,0,1,1,0,0
https://www.airbnb.com/rooms/22590395,0,3,0,0,1,1,1,0
https://www.airbnb.com/rooms/22590619,0,2,0,0,1,0,1,0
https://www.airbnb.com/rooms/22597522,2,2,0,0,1,1,0,0
https://www.airbnb.com/rooms/22598355,3,4,0,0,1,1,0,0
https://www.airbnb.com/rooms/22621402,0,2,0,0,1,1,1,0
https://www.airbnb.com/rooms/22621403,4,5,2,0,1,0,0,0
https://www.airbnb.com/rooms/22624252,0,2,0,0,1,0,1,0
https://www.airbnb.com/rooms/22624560,0,3,0,0,1,1,1,0
https://www.airbnb.com/rooms/22625181,0,2,0,0,1,0,1,0
https://www.airbnb.com/rooms/22634214,2,4,0,0,1,1,0,0
https://www.airbnb.com/rooms/22640933,2,3,2,0,1,0,0,0
https://www.airbnb.com/rooms/22660555,0,3,0,0,1,0,1,0
https://www.airbnb.com/rooms/22661016,0,3,0,0,1,1,1,0
https://www.airbnb.com/rooms/22662998,0,3,0,0,1,1,1,0
https://www.airbnb.com/rooms/22663454,0,2,0,0,1,0,1,0
https://www.airbnb.com/rooms/22664390,0,2,0,0,1,0,1,0
https://www.airbnb.com/rooms/22665273,2,3,0,0,1,1,0,0
https://www.airbnb.com/rooms/22685650,0,2,0,0,0,1,1,0
https://www.airbnb.com/rooms/22694634,0,2,0,0,1,0,1,0
https://www.airbnb.com/rooms/22694868,0,2,0,0,1,0,1,0
https://www.airbnb.com/rooms/22695653,0,2,0,0,1,0,1,0
https://www.airbnb.com/rooms/22696102,0,2,0,0,1,0,1,0
https://www.airbnb.com/rooms/22696425,0,2,0,0,1,0,1,0
https://www.airbnb.com/rooms/22706829,0,2,0,0,1,1,1,0
https://www.airbnb.com/rooms/22706976,2,2,0,0,1,1,0,0
https://www.airbnb.com/rooms/22720971,2,2,0,0,1,1,0,0
https://www.airbnb.com/rooms/22729442,3,5,0,0,1,1,0,0
https://www.airbnb.com/rooms/22739773,2,5,2,2,0,0,0,0
https://www.airbnb.com/rooms/22739956,2,6,2,2,0,0,0,0
https://www.airbnb.com/rooms/22740151,2,4,2,0,1,0,0,0
https://www.airbnb.com/rooms/22741127,0,4,0,0,1,0,1,0
https://www.airbnb.com/rooms/22743320,2,2,0,0,1,1,0,0
https://www.airbnb.com/rooms/22743543,2,2,0,0,1,1,0,0
https://www.airbnb.com/rooms/22743584,0,2,0,0,1,1,1,0
https://www.airbnb.com/rooms/22745563,0,2,0,0,1,1,1,0
https://www.airbnb.com/rooms/22746165,2,2,0,0,1,1,0,0
https://www.airbnb.com/rooms/22747292,2,3,0,1.5,0,1,0,0
https://www.airbnb.com/rooms/2274979,0,2,0,0,1,1,1,0
https://www.airbnb.com/rooms/22749804,0,2,0,0,1,1,1,0
https://www.airbnb.com/rooms/22750638,3,3,0,0,1,1,0,0
https://www.airbnb.com/rooms/22756720,8,15,5,3,0,0,0,0
https://www.airbnb.com/rooms/22758464,2,4,0,0,1,1,0,0
https://www.airbnb.com/rooms/22763464,0,3,0,0,1,1,1,0
https://www.airbnb.com/rooms/22764996,0,2,0,0,0,1,1,0
https://www.airbnb.com/rooms/22770244,6,8,2,2,0,0,0,0
https://www.airbnb.com/rooms/22777829,2,4,0,0,0,1,0,0
https://www.airbnb.com/rooms/22800405,3,5,2,0,0,0,0,0
https://www.airbnb.com/rooms/22806421,3,5,2,0,1,0,0,0
https://www.airbnb.com/rooms/22821061,5,6,0,2,0,0,0,0
https://www.airbnb.com/rooms/22836896,0,2,0,0,0,1,1,0
https://www.airbnb.com/rooms/22837110,2,4,0,0,0,1,0,0
https://www.airbnb.com/rooms/22837654,3,6,3,2,0,0,0,0
https://www.airbnb.com/rooms/22837949,3,4,0,0,1,1,0,0
https://www.airbnb.com/rooms/22838157,10,16+,8,7,0,0,0,0
https://www.airbnb.com/rooms/22838400,4,4,0,0,1,1,0,0
https://www.airbnb.com/rooms/22838594,0,2,0,0,0,1,1,0
https://www.airbnb.com/rooms/22838763,3,4,0,0,1,1,0,0
https://www.airbnb.com/rooms/22839164,6,6,2,2,0,0,0,0
https://www.airbnb.com/rooms/22861030,3,3,0,0,0,1,0,0
https://www.airbnb.com/rooms/22866324,4,5,2,0,1,0,0,0
https://www.airbnb.com/rooms/22879764,0,2,0,0,1,1,1,0
https://www.airbnb.com/rooms/22893762,0,2,0,0,0,1,1,0
https://www.airbnb.com/rooms/22894517,0,2,0,0,0,1,1,0
https://www.airbnb.com/rooms/22914803,0,2,0,0,1,1,1,0
https://www.airbnb.com/rooms/22916305,5,4,0,1.5,0,1,0,0
https://www.airbnb.com/rooms/22916500,2,3,0,0,1,0,0,0
https://www.airbnb.com/rooms/22920951,3,5,0,2,0,0,0,0
https://www.airbnb.com/rooms/2294538,3,4,2,0,1,0,0,0
https://www.airbnb.com/rooms/22946886,3,6,3,3,0,0,0,0
https://www.airbnb.com/rooms/22947969,0,2,0,0,1,0,1,0
https://www.airbnb.com/rooms/2295796,0,6,2,2,0,0,0,0
https://www.airbnb.com/rooms/22962604,0,2,0,0,1,1,1,0
https://www.airbnb.com/rooms/22979611,3,3,0,0,0,1,0,0
https://www.airbnb.com/rooms/22994838,0,2,0,0,0,1,1,0
https://www.airbnb.com/rooms/23012581,5,8,4,3.5,0,0,0,0
https://www.airbnb.com/rooms/23013412,0,4,0,0,1,0,1,0
https://www.airbnb.com/rooms/23050423,4,8,4,0,1,0,0,0
https://www.airbnb.com/rooms/23058333,3,6,2,2,0,0,0,0
https://www.airbnb.com/rooms/23067057,3,6,3,3.5,0,0,0,0
https://www.airbnb.com/rooms/23067134,0,2,0,0,1,1,1,0
https://www.airbnb.com/rooms/23067227,0,2,0,0,0,1,1,0
https://www.airbnb.com/rooms/23081663,0,2,0,0,1,1,1,0
https://www.airbnb.com/rooms/23082163,3,3,0,0,1,1,0,0
https://www.airbnb.com/rooms/23094787,0,2,0,1.5,0,1,0,0
https://www.airbnb.com/rooms/23112171,4,4,2,0,1,0,0,0
https://www.airbnb.com/rooms/23113845,2,3,0,0,0,1,0,0
https://www.airbnb.com/rooms/23116561,2,3,0,0,1,1,0,0
https://www.airbnb.com/rooms/23117954,0,2,0,0,1,1,1,0
https://www.airbnb.com/rooms/23118215,2,2,0,0,1,1,0,0
https://www.airbnb.com/rooms/23118286,3,4,0,0,1,1,0,0
https://www.airbnb.com/rooms/23118440,0,2,0,0,1,1,1,0
https://www.airbnb.com/rooms/23118591,5,6,2,2,0,0,0,0
https://www.airbnb.com/rooms/23118717,0,2,0,0,1,1,1,0
https://www.airbnb.com/rooms/23118879,0,2,0,0,1,1,1,0
https://www.airbnb.com/rooms/23122881,3,4,2,0,1,0,0,0
https://www.airbnb.com/rooms/23136156,6,10,6,5,0,0,0,0
https://www.airbnb.com/rooms/23140722,0,4,0,0,1,0,1,0
https://www.airbnb.com/rooms/2314340,0,2,0,0,1,1,1,0
https://www.airbnb.com/rooms/23156495,0,2,0,0,1,1,1,0
https://www.airbnb.com/rooms/23160567,0,2,0,0,1,1,1,0
https://www.airbnb.com/rooms/23164566,2,2,0,0,1,1,0,0
https://www.airbnb.com/rooms/2317246,0,5,0,0,1,1,1,0
https://www.airbnb.com/rooms/23174848,0,4,2,0,1,0,1,0
https://www.airbnb.com/rooms/23180677,2,4,2,2,0,0,0,0
https://www.airbnb.com/rooms/23183732,4,6,2,1.5,0,0,0,0
https://www.airbnb.com/rooms/23194441,0,4,0,0,1,1,1,0
https://www.airbnb.com/rooms/2320004,9,14,5,5,0,0,0,0
https://www.airbnb.com/rooms/23202543,2,2,0,0,1,1,0,0
https://www.airbnb.com/rooms/23203336,2,5,2,0,1,0,0,0
https://www.airbnb.com/rooms/23204279,4,6,2,1.5,0,0,0,0
https://www.airbnb.com/rooms/23211316,0,2,0,0,1,1,1,0
